Gene,P_all,P_sub,P_vis,P_status,P_location,P_interaction
EPC2,0.522772088573024,0.907644979589175,0.549393049980597,0.567809110912867,0.110728216102111,0.68452312889915
KIF5C,0.0668466671264376,0.0419727556944958,0.686446052578712,0.0700439474597295,0.036539277785333,0.161086597942135
TNFAIP6,0.851668407156764,0.951255804604642,0.931287816099057,0.987255761308167,0.000174457877129496,0.917239624053725
FMNL2,0.983381632404171,0.741788654549219,0.910097217509803,0.906458662802991,0.00770770213859485,0.763643607708931
ARL6IP6,0.742284095657884,0.16749417215652,0.939723592088602,0.71685010246369,0.46860561737189,0.601762686856861
PKP4,0.269054824527341,0.204597751809366,0.758808360526368,0.218734818953802,0.067940484807398,0.351130054585448
TANC1,0.302960984824221,0.459520180716516,0.221759338626006,0.210116505852638,0.00769409899029455,0.882968447768927
MIR6888,0.219806638603749,0.505425096116513,0.272160478394977,0.200345495435957,0.282088782409253,0.779270244347452
PSMD14,0.971985457354747,0.923235577599447,0.93479774859523,0.89831985846121,0.00179216303835891,0.992539816386129
GCA,0.839013661027082,0.509443779763296,0.595037929567549,0.995610038637985,8.15050483483912e-06,0.405029794515885
CSRNP3,0.607594752229623,0.517371249912236,0.990671232547467,0.645813448140948,0.276657520806077,0.644949761740124
B3GALT1,0.832295621014339,0.511007140905247,0.850755641109354,0.726948397202648,0.0173030485935916,0.530690188703777
NOSTRIN,0.231079154779142,0.18993038774854,0.549464935936218,0.16860489253545,0.0239042239815782,0.556795920276999
DHRS9,0.862301076747369,0.43750533257389,0.293875893532171,0.95335740770613,6.1222976962285e-07,0.203116374430173
UBR3,0.83272841579555,0.664229343133118,0.922451233392528,0.74825900651041,0.0482664969073069,0.866979900905287
SP5,0.472877831905694,0.789091377611587,0.44887569316738,0.458181095459106,0.534596894182514,0.750019173479552
GORASP2,0.429529875118425,0.286156725936817,0.116841181323879,0.472569808099568,0.0117713545118335,0.0601491731835999
DCAF17,0.678861214639899,0.945574054109755,0.687347128682436,0.710372416331495,0.422622777547389,0.789527618502802
CYBRD1,0.817493622045188,0.410308382411267,0.411755086662234,0.912936179115197,0.00703249643861354,0.240431525458663
ITGA6,0.527784113229891,0.32577694766251,0.858073833877128,0.446760685531039,0.0431661764805513,0.610818274174374
PDK1,0.379271855939706,0.774596492550183,0.377767908997991,0.368147343838305,0.551476221512937,0.60823437158698
MAP3K20,0.280282209204306,0.71824482798518,0.211043608735945,0.210197397792041,0.0240498783693542,0.438450345492493
SP9,0.651715413052644,0.545734615105862,0.923296375461822,0.620938780103813,0.370660658689886,0.709272833261872
SCRN3,0.615657053122866,0.601444334774432,0.83406211898382,0.617511277753044,0.925418498003505,0.850630711265477
MTX2,0.617544465545963,0.676558094385957,0.802748324017933,0.645338521344532,0.482801252494477,0.939076110539472
LINC01117,0.25912612430421,0.0493726684709019,0.892957068559088,0.131654914011036,0.000352462806366144,0.0740111753596177
AGPS,0.434165582725671,0.610900683381694,0.631224677561802,0.477373957466197,0.028844155240383,0.994370001032424
RBM45,0.3234213045207,0.963734814619505,0.238618172958186,0.325806157341107,0.852235535538607,0.380401310532645
PRKRA-AS1,0.476251485426686,0.55796007521583,0.62370915002723,0.453100813381491,0.402780979959389,0.969688285435059
PJVK,0.511996874464989,0.567757084775708,0.798308890251547,0.563467969874732,0.0305914857822804,0.834385051728827
ITPRID2,0.993080661749284,0.592976622004569,0.658202674483428,0.92501681875697,0.0948422154270393,0.481702864008126
MIR548AE1,0.521812130707752,0.464632490263718,0.860123751361068,0.564169519382503,0.149567967730875,0.757199852486238
ZC3H15,0.871836942770446,0.842391632526302,0.996434117034223,0.917044036252388,0.253422490133602,0.920174835031378
ITGAV,0.943723169560013,0.874282389937896,0.877380340344284,0.993055373813003,0.217997378939844,0.824397471721536
FAM171B,0.885603167076099,0.424623073534059,0.307124492959398,0.95674912264622,0.0658086211850563,0.208190224847943
GULP1,0.962566559946712,0.634747288496978,0.608755429078149,0.954847283959692,0.83627256749623,0.484408010755222
ANKAR,0.252619661771413,0.0619635217307907,0.892429629628701,0.267224128590003,0.675500180953077,0.350365844738311
PMS1,0.268869064810903,0.234139415184416,0.530589432503012,0.257177471058932,0.465453392407258,0.951556482749108
MFSD6,0.562787541344357,0.711387382939142,0.200305721021987,0.257124954052653,2.0399558028208e-07,0.617058162330754
NAB1,0.804518569050591,0.955117542606708,0.878227796114541,0.882951868353223,0.0286006299675992,0.957355334376887
MYO1B,0.971467752322552,0.821145139510416,0.893546887749644,0.922839113534363,0.00977204997840889,0.788985317266024
SLC39A10,0.442336998853951,0.522291414204537,0.661471121510052,0.464545941119511,0.556340736650863,0.982988908643954
COQ10B,0.318718310650369,0.67831163566704,0.383856126645777,0.347426678596038,0.015961840418888,0.751992447127454
SPATS2L,0.76571661533848,0.919298379697687,0.279041213610476,0.467555967106463,3.21054037273401e-07,0.40749942790677
SGO2,0.721103681924677,0.99359466686107,0.428093762304378,0.635153669651684,0.0449005365639848,0.66500095731272
AOX1,0.865602195432653,0.888317164307051,0.70234985601551,0.681128475489978,0.000162233345725152,0.800194483527563
NDUFB3,0.779987631941709,0.854821636979458,0.781866042230599,0.740060275593191,0.297732864000977,0.960827585660547
CASP10,0.392055832601422,0.500914091328969,0.677285506842814,0.42899945515096,0.00685947861064868,0.807474605785009
CASP8,0.68518080954064,0.940570025624867,0.565448383815733,0.606282265290285,0.059828238231397,0.69286084257694
STRADB,0.61757361446337,0.318570066523561,0.829219658627275,0.693763370283014,0.00111082657186591,0.442007128385554
CDK15,0.693190097986734,0.931845164000436,0.644198558287724,0.668701485847593,0.467616699079159,0.765823928306546
FZD7,0.953805975900647,0.567272889273779,0.633300245054094,0.973707952854262,0.627869386897097,0.455955270628816
SNORD70,0.627823189356666,0.554129716887454,0.905160478778251,0.61970534129755,0.721830125076327,0.735294223293075
SNORD11B,0.980827789102128,0.72675601940881,0.651016498340609,0.984697323193929,0.928360089999146,0.574370825899894
SNORD11,0.909451286315402,0.575549187451913,0.673833033479095,0.955996048965588,0.242935686979475,0.487591436934171
FAM117B,0.951961876301511,0.66721019546233,0.509914128633784,0.833856570929506,0.00628905680220455,0.438865820470533
NBEAL1,0.346803320939698,0.301633439886816,0.935286217295733,0.361752408452312,0.739199561215785,0.388294081377536
CYP20A1,0.569249663002265,0.26049642602907,0.868365023953816,0.566924232501913,0.819225779119245,0.388899008813489
ABI2,0.238105758657582,0.496545766812454,0.353273358033804,0.240976163960632,0.845526406429972,0.750616253635541
CD28,0.502269901212185,0.874403796415647,0.318829865659441,0.39562822402547,0.0122103823781782,0.559965326909448
ICOS,0.827892400677542,0.110514131168705,0.771484792679963,0.854038419656603,0.531240550841761,0.452639584644772
PARD3B,0.888822941492001,0.945298812274873,0.74328901035363,0.856440378559035,0.40516973121016,0.787407823378965
SNORD51,0.611425322735975,0.425262776627387,0.945586754647857,0.589872333427093,0.482882330748077,0.511107851096275
ZDBF2,0.705175279793564,0.974652383127459,0.56684730535943,0.627428717523371,0.0638324943783826,0.676056655739724
FASTKD2,0.674863675647935,0.492186464152241,0.984741333153644,0.736079785416385,0.0575726766599992,0.701406056178775
IDH1-AS1,0.117351973206081,0.578217934483812,0.0572924805427042,0.102513669827181,0.220900714360108,0.508900661621517
MAP2,0.276825745174744,0.0263970643023068,0.687708813278571,0.178720581880961,0.00407485842138211,0.0444170274812561
RPE,0.59516335453786,0.418456488615114,0.830910207316651,0.634673287139355,0.248202321902191,0.435171001042531
LOC101928020,0.766098278895043,0.982903039715453,0.472332343445472,0.658646294970312,0.0164135987609606,0.653250764803987
SPAG16,0.937455112198234,0.534972061400615,0.413192755619237,0.981799732632351,0.268901535458076,0.316049759905549
ATIC,0.96403723793653,0.822899913710471,0.65674822465523,0.847908675931281,0.00674895557263263,0.633684141455085
XRCC5,0.288380655253054,0.435638380092074,0.540296706882874,0.315096574870072,0.158691343528678,0.866836594913544
LINC01963,0.138963680602946,0.154327856686917,0.486943698582086,0.148051482479203,0.027100522221245,0.691291682489813
CXCR2,0.981604491696784,0.382425189377437,0.525831670960578,0.863134324637864,0.000279059044791594,0.278291165197148
GPBAR1,0.384412533710236,0.924191593993605,0.228956731080318,0.356961275625939,2.51208974795267e-07,0.322223995442065
SLC11A1,0.404749848140678,0.372693948403129,0.488797898405336,0.256078815416838,0.000759263838906486,0.880313430563867
CTDSP1,0.234524351563644,0.425429447231852,0.281408025394104,0.17460495028531,0.0292144208669297,0.866130196814476
CNOT9,0.883795795075538,0.978789836120459,0.647257257916381,0.724842870622616,0.000706747470522748,0.716187780639787
TTLL4,0.395020245175687,0.774505419496434,0.374552613352648,0.361995422104853,0.24416952708196,0.592263744197601
CYP27A1,0.74700355504009,0.236790714170046,0.340422835615526,0.83615035689956,0.00551168182764912,0.12391601477795
RETREG2,0.318276285553294,0.0640078217736993,0.834766194167343,0.348789593684779,0.0574981875401477,0.183490703732191
ANKZF1,0.296673084134647,0.757194828005488,0.265034458429506,0.294728800998422,0.718302075290863,0.571161979643895
STK16,0.846886689853311,0.617755247940083,0.443457456732008,0.878205317903275,0.442742232680271,0.375548182666309
DES,0.0148169923994833,0.105037972736692,0.0470210042344869,0.00936765271271731,0.0576934683982763,0.93608517350672
STK11IP,0.889615320555899,0.739669375946977,0.925167051691417,0.854217796161043,0.366407769361258,0.749346609681916
SGPP2,0.687380603300195,0.610165401954679,0.559450854390106,0.451487616873888,1.76446216222724e-05,0.768028143726265
MRPL44,0.896981593800097,0.569786597920775,0.306482063312404,0.803318814074264,0.0290128602826635,0.271792842484144
RHBDD1,0.710014379536202,0.655698183091826,0.555528433215509,0.74937827103176,0.297626166633352,0.472449695676499
CCL20,0.480376385872749,0.607759297625813,0.709516226982963,0.517697248134353,3.15056025584431e-05,0.844187977786699
SP140,0.710595235583235,0.632210965598126,0.66440888804006,0.521819037169147,0.000240171674923223,0.953786155218569
CAB39,0.508042204229381,0.262380668105632,0.861845185082108,0.536035514556421,0.436804429675422,0.362163032859462
ITM2C,0.385670213443615,0.210636784406915,0.748212339480935,0.422879999657706,0.0133899670767326,0.214017601714826
PSMD1,0.807262978128957,0.680555518458599,0.495210745076013,0.779607549516822,0.453786492699078,0.434046886918154
ARMC9,0.280819208335311,0.152960434691667,0.898279566668645,0.243397233287582,2.16240103682245e-06,0.290337859638538
B3GNT7,0.446036398322328,0.402317746444029,0.904662147853631,0.470841413731691,0.483700437714811,0.553813773141925
INPP5D,0.767620564221939,0.958564311523852,0.437039885742717,0.532411130928899,1.39694617239225e-05,0.604468393387051
SCARNA5,0.239754645298978,0.384450568373978,0.31263706067724,0.174100748351181,0.0214026062165726,0.865079247800396
SCARNA6,0.74034492355013,0.860875992117671,0.684202118258256,0.69253987511984,0.218728933607936,0.927884055360602
AGAP1,0.936866912900502,0.692158188854905,0.450787263069298,0.960473898063241,0.565374885923963,0.463918188554192
AGAP1-IT1,0.13677350705243,0.655102631557653,0.0887876738101226,0.144059314322053,0.907245558886845,0.48790250920693
ACKR3,0.339060345518649,0.733566266786626,0.230488503841441,0.319991587375052,0.385710646526515,0.70630632890349
COPS8,0.69515181887011,0.589782804168265,0.494146068122418,0.390736078074416,3.11255423755e-07,0.942864877634629
MLPH,0.646305890241948,0.272217355330256,0.925727400370271,0.410884310137893,1.85741772659776e-05,0.471292132074228
ASB1,0.651056364084186,0.935115210769982,0.7164167450315,0.742414312499025,1.19280569187469e-05,0.843801344835471
RNPEPL1,0.770188365627801,0.807298112025019,0.940924028016717,0.838641336870742,0.0527583820808264,0.929544725004025
SNED1,0.525289806112471,0.800101212942901,0.501421339816915,0.555805082255584,0.38642525119098,0.902636263415179
PPP1R7,0.786892916416292,0.719067289733566,0.829089805506358,0.679948671416054,0.0166426654101732,0.910870534460728
SEPTIN2,0.997864126848588,0.785350827938112,0.756692784474706,0.899403914421252,0.0175935361843228,0.687249245392795
FARP2,0.491447236993358,0.571649016849682,0.74742111651283,0.516905147196568,0.49238202602795,0.814536060251109
ATG4B,0.467040929341136,0.594052444710234,0.579090765733548,0.498337859641382,0.325932549882588,0.702840899561622
ING5,0.268726849524639,0.254595392949786,0.537845880148571,0.2141014420035,0.0533578409887322,0.713636640250714
LINC01881,0.83364224298649,0.687670041022174,0.93509998812313,0.748412394180218,0.046549849793727,0.837886225637471
FAM110C,0.896793315739241,0.446668586653473,0.936258420629356,0.700099724758928,5.69498107545079e-05,0.800674475457393
PXDN,0.382225334465783,0.781563665857263,0.316312285820279,0.404411033435354,0.51516822043919,0.739317928162395
EIPR1,0.116867503458316,0.408342208304637,0.200962024717503,0.129196041589569,0.206269576569526,0.811131785900003
ADI1,0.265042163795907,0.426291773783495,0.477589358962585,0.290033820143742,0.0533516288009245,0.938258864009097
LINC00487,0.558059316458678,0.839288017692508,0.319881441638328,0.513190020253682,0.203467948058277,0.380593223075016
CMPK2,0.160342306004832,0.730220129924424,0.146115738494314,0.166303800953904,0.986982894072633,0.370468542766761
ITGB1BP1,0.797566103154329,0.708593253796611,0.760991134699137,0.959508574264125,2.47388229203866e-07,0.626971761346858
ADAM17,0.407415880296665,0.100126221866216,0.662060351690339,0.379635078555964,0.307870427060817,0.121428481227603
NOL10,0.0875720497137214,0.156745645466659,0.274999125013079,0.0722685187767222,0.152791654689212,0.804399107551444
PDIA6,0.266463236541819,0.269619282596524,0.553046409475317,0.280071954187789,0.0027144551733684,0.935189673069603
FLJ33534,0.268062369583851,0.282092268930792,0.534644249631943,0.226874330913898,0.110554912760783,0.73758123162448
ROCK2,0.928290130633991,0.735302325444853,0.831078777646772,0.95683354637996,0.00380196878997873,0.699396001727316
NBAS,0.827545435432977,0.75462499820179,0.567487460229167,0.814140635626042,0.690091429311047,0.527956306220752
FAM49A,0.482525691346874,0.362889757786844,0.545318788360517,0.27024592068856,3.48824987999227e-05,0.74426482283324
OSR1,0.109592494735019,0.498475208471851,0.0868985091605375,0.0857690834563559,0.0920189962615382,0.507385092070476
TTC32,0.960008836546294,0.520603153576286,0.535779022971099,0.948995311790403,0.772141657270784,0.36664868220893
WDR35,0.300797954525839,0.990269390169816,0.196801642403188,0.328049829007555,0.0218801499825077,0.361733435271978
PUM2,0.389844431414791,0.477688658694377,0.528911053832811,0.332486636337332,0.0839071791672099,0.883235149418615
LDAH,0.141954714773836,0.624270285334229,0.0990745229249901,0.121359740453149,0.173271169499536,0.433404572363443
WDCP,0.44892990039164,0.88079544060035,0.459621383867804,0.48510415376165,0.190734311302795,0.631900800943552
SF3B6,0.651070482989878,0.75936773007191,0.446010491578232,0.656429281152079,0.987186621044746,0.43437899250013
TP53I3,0.908002807784925,0.871223188927651,0.766356765579554,0.962084923025034,0.000873871918340194,0.758360412810355
PTRHD1,0.606733280755474,0.921727111138402,0.353376295430923,0.490557290527646,0.00993367273828621,0.61831218900523
ADCY3,0.642538819262992,0.912400935385455,0.705633535069638,0.725173207038767,1.43475219823756e-08,0.863000208234894
DNAJC27,0.36467142691502,0.73002701088886,0.343521655531809,0.399838342661231,0.0234804424373241,0.826996307712586
DTNB,0.807834227813694,0.457838889101545,0.687562668175541,0.899000502259391,0.00956752883949557,0.435500427424883
HADHA,0.589096516944618,0.168723141489601,0.457246364543765,0.656666699645938,0.00447570263334901,0.124964513264946
PREB,0.82662515548976,0.930015037143546,0.658736429684086,0.782489051558572,0.262457585452315,0.705887977474349
PPM1G,0.749605187704683,0.928619711338819,0.739135447543343,0.770168115923109,0.642097211029234,0.890527442548977
IFT172,0.641761286741348,0.331580304820447,0.662604281156689,0.642656854185158,0.912280885149592,0.290778322667124
CCDC121,0.735803059235519,0.935621398777461,0.709621462342498,0.733650813042424,0.877591646459464,0.831959182222957
TRMT61B,0.0369435589063703,0.531988650390253,0.0246961103201336,0.0416265046551781,0.279326600949407,0.293733882955125
NLRC4,0.277347827892165,0.199479131336563,0.643976594600617,0.178462664470451,0.00389795553095902,0.370561016275008
FAM98A,0.6679585222611,0.557180983902585,0.977880361120234,0.742805757153264,0.00996850807309438,0.699362807302134
CRIM1-DT,0.256700024641672,0.486767228415563,0.389664113964561,0.259729258181872,0.855188334815678,0.91194187857262
FEZ2,0.763656525849846,0.733083409016471,0.978282442644124,0.812856194847989,0.187632386951485,0.839501478472722
EIF2AK2,0.856712584192958,0.801050657084772,0.939777428782839,0.929119936709819,0.0559608307178042,0.829495390734807
LINC00211,0.767067366675252,0.718492501872753,0.621357917321996,0.810349718865187,0.257908817418284,0.547410794542734
ATL2,0.474106355012937,0.558620363161149,0.62310075089871,0.447227373679699,0.351961105574349,0.999176686567875
HNRNPLL,0.844800987697502,0.324133627871749,0.364997206993178,0.931413090135117,0.0190190744108636,0.175584323156652
CDKL4,0.693142347938307,0.882731725539954,0.81358205849894,0.778921516468898,0.00290086514564622,0.944290131950034
MAP4K3,0.747103812436152,0.880350267218563,0.906213841516379,0.849598137711756,0.000843099478408649,0.991528137789315
LINC01914,0.26373510300778,0.191583443867444,0.791618831902818,0.289028702500506,0.096014913941876,0.172778317363724
HAAO,0.603521042804446,0.760717327397135,0.769982169940588,0.672895993742392,0.00507725069933569,0.898702683379245
LRPPRC,0.725521179657847,0.818724152201987,0.786684960710475,0.717682482389865,0.761317833018947,0.956236974725912
SRBD1,0.270953095565879,0.914530332096042,0.226812250146704,0.294320806545219,0.279523467523526,0.386462900051719
MCFD2,0.96519955688446,0.708549109796392,0.423551776541937,0.811842443434159,0.000567214585098888,0.424301096047376
FBXO11,0.672418682170427,0.913919158992983,0.392463046702322,0.589982581016046,0.0507318620751924,0.507873653160456
MIR8485,0.988534114355856,0.955369594463116,0.906572397233333,0.89873871114349,0.0300896524510924,0.965038401895449
MIR3682,0.732695315048152,0.445478069600578,0.157697478499623,0.555511406580672,0.000437714239523778,0.119247718281525
PSME4,0.117059465831657,0.675887193354094,0.0725771139970717,0.128389492799134,0.470559168713993,0.418010934698951
CLHC1,0.129929918872409,0.82246572142626,0.0744806690792894,0.13708474252687,0.903625849980471,0.263178571758335
MTIF2,0.789850477021046,0.579725567223832,0.693159665503391,0.846710782675902,0.125544797492785,0.486941116448603
CCDC88A,0.678963109960681,0.656100590772376,0.914791018739312,0.78253642115513,1.70039887904422e-06,0.669771276688179
EFEMP1,0.916249005241398,0.876682359427214,0.977762589580339,0.889413921556416,0.488945561258391,0.914237512314532
LOC100129434,0.991997784144292,0.405483530897142,0.557591787377476,0.937571671237269,0.0829159938326266,0.320540613898572
FANCL,0.236039941118701,0.465811586156125,0.376499999566565,0.242698471397074,0.98912074355238,0.83516122641228
BCL11A,0.637698848490698,0.754487913592764,0.616557024976873,0.552715339160971,0.04375743204504,0.75511012316092
PUS10,0.449599741980275,0.176383930492692,0.982939011017756,0.436796580879054,0.557174877890622,0.395792965360897
LOC339803,0.259676971511431,0.0246804891444587,0.883282860624382,0.283163429308682,0.0338610327137338,0.164667652645377
XPO1,0.593142135759729,0.380158630749122,0.194081421123669,0.635761032739629,0.197740436469025,0.120397868617474
TMEM17,0.155207683332896,0.433553319415928,0.243853004800358,0.165742349080829,0.72610743983757,0.910599741521587
VPS54,0.0459265370438503,0.0551021922842634,0.437856583299991,0.0497462527335349,0.912039058626107,0.310194512855198
PELI1,0.709938281827288,0.875571042934558,0.574380339267894,0.622860748985513,0.0424444517234595,0.825865840582933
SPRED2,0.258095127003035,0.350708878081042,0.523986148017823,0.248729309646733,0.50684720416367,0.644547990092315
C1D,0.514630677554843,0.85262615081062,0.437062130224572,0.479969432467145,0.280234672848818,0.683670410486534
FBXO48,0.88948082468619,0.112020191996436,0.118011741123051,0.831543946951962,0.15595472030179,0.0263236152722483
NFU1,0.544268102590904,0.247205833000336,0.834466720871111,0.544583847287291,0.869147702306046,0.340196061007765
MIR1285-2,0.963028586494084,0.572119724743348,0.43117829334408,0.883331239663301,0.0545534041859425,0.339653893747676
FAM136A,0.0687801629740804,0.30656762474234,0.156319980720894,0.076199185659737,0.166191690076853,0.767331113163739
ADD2,0.0358196837900407,0.0792744376026,0.178084281991289,0.0402135974628924,0.597793225854153,0.786600224526871
FIGLA,0.237463211613204,0.364656138861765,0.441726050410095,0.239818668332152,0.000908641211936263,0.96481844409012
CLEC4F,0.816154790425406,0.472368727700234,0.561559201659715,0.97878107594152,9.43179821393601e-07,0.366693895216511
MCEE,0.925151681227972,0.998383189308344,0.860076826750702,0.89022076705221,0.376908748098645,0.894936388085569
PAIP2B,0.157196482676361,0.167632414599846,0.390729116255036,0.112476373254708,0.0321975405877492,0.721878930398382
CYP26B1,0.151413865052388,0.187163728250161,0.621633003983671,0.159040092086022,0.0146313584706322,0.329851778304189
PRADC1,0.113611791025935,0.174909854172146,0.425434565937733,0.123553301932534,0.608852699417383,0.662101889344986
TPRKB,0.807943684865964,0.894471141333982,0.791007514216921,0.763638057125765,0.258572564514025,0.888775569958451
DUSP11,0.277531167267894,0.648165163830965,0.297153530711108,0.293088447631163,0.00283135948130187,0.76746053195137
BOLA3,0.792673930192658,0.848497371128117,0.300401538902585,0.576823185110808,3.83812751165661e-05,0.415322777051745
PCGF1,0.705301538728287,0.167172223630885,0.453678087673043,0.806390421353062,0.000187906421384522,0.144883282684575
TACR1,0.584383058634226,0.191519727309437,0.69868905276807,0.434005497288424,0.00173432668270628,0.188009320834909
SUCLG1,0.618466940497503,0.855413403044787,0.410347672981892,0.658681361501665,0.24899823366186,0.494362585324894
CAPG,0.579170774817056,0.647379309095839,0.860911536808967,0.636103598378319,3.17626998491112e-07,0.791399229777166
ST3GAL5,0.327508406118558,0.440968352228479,0.628663708756528,0.352995420833448,0.32402408104613,0.638100507980029
IMMT,0.201857718695848,0.265780147913167,0.518642233166214,0.221078186078077,0.0802369959444476,0.796726102324108
REEP1,0.450023611488942,0.173792664227258,0.971918146002202,0.44771534686454,0.7758470186741,0.46353430368091
EIF2AK3,0.555223644470038,0.312055010423732,0.837918099552504,0.41326069513924,0.00248092321468525,0.592270129564917
IGK,0.916618888619158,0.432194294889433,0.878974625746991,0.737720410255878,0.000153926469809334,0.549114304268449
LSP1P4,0.682027999978723,0.689217118512669,0.987971497387052,0.783607027506799,1.5524277304155e-05,0.793447034090617
LOC100133920,0.891172377885826,0.336544489521499,0.497230658178188,0.954740318742948,0.103253176133204,0.255206837922085
GPAT2,0.585710504918653,0.627346798571722,0.542711321324647,0.474119233630772,0.0119283034423953,0.829291827384593
DUSP2,0.394240016125738,0.493863981385693,0.707571264496016,0.431653939773674,0.0724098595150073,0.725225984403878
STARD7,0.4843046008149,0.276139071042289,0.999513338528539,0.516858772902355,0.310349121377374,0.499463077298185
LMAN2L,0.474015686724118,0.685139618527815,0.63349151574181,0.523307463655084,0.00793944359357892,0.92712128766327
ANKRD36B,0.23190524153102,0.569654715487436,0.318196049494502,0.254071555626482,0.171030999869307,0.7710055655168
TXNDC9,0.238277587261044,0.0633507930639358,0.571191173994427,0.248908363753848,0.00336106066897104,0.0544609501749804
REV1,0.730507044887915,0.585748422726434,0.990527443047805,0.717576388254073,0.668030860317359,0.693799017456662
AFF3,0.805746445845402,0.416012409611898,0.264178528821156,0.974893533455132,1.30907490190406e-07,0.187149875639049
LOC101927142,0.672729273174365,0.821927074283049,0.359967857723062,0.634075564797418,0.288506517364376,0.436338839512124
RFX8,0.562321750104716,0.981050466649723,0.489974963926169,0.597179629819871,0.314644439011142,0.642376677221055
MFSD9,0.114938518515357,0.643105003013132,0.0940228521543775,0.123416904312378,0.0437811405684976,0.419620626272725
FHL2,0.336808107569026,0.0632794299612426,0.676662581879268,0.316859727345167,0.370669289443921,0.0946887162582034
UXS1,0.71235636859093,0.357933178496185,0.717920096170074,0.773394368462768,0.0724501487663889,0.382549933667076
RGPD3,0.807707331827908,0.752983220355381,0.884665792068255,0.941114448181976,5.95993475593392e-05,0.756061586873702
ST6GAL2,0.265100460653335,0.727557736503433,0.194925006513621,0.178174465388709,0.0072784589323249,0.308496696515848
MIR548AU,0.939817374117741,0.705520728140828,0.682112985510267,0.983648288911735,0.0544776565243471,0.575208083218958
SEPTIN10,0.551969115388095,0.922486387135272,0.341446384380014,0.436388075502783,0.00914784452286661,0.547823602447865
MALL,0.777529532886703,0.573377052551578,0.873167713609162,0.737594805649091,0.29723233108492,0.578357225015295
BUB1,0.55112405429208,0.467988826599943,0.682063500552105,0.602361198059297,0.0631436609604265,0.387504224190303
MIR4435-2HG,0.782764793684138,0.830584286869026,0.874100204787596,0.805943342801377,0.588456158658323,0.97926237283805
ANAPC1,0.611005620772611,0.965428529434503,0.446503046535091,0.567434500219051,0.227899791295548,0.634493524028528
ZC3H8,0.878394359893745,0.368251673863259,0.506273294540419,0.895883070039073,0.686270379680128,0.305641121608407
FLJ42351,0.388120722152188,0.826084844299137,0.246355178361413,0.295215731249632,0.014642385199494,0.480346673855977
CKAP2L,0.482409084339242,0.636080683803151,0.676061690674387,0.531895611562158,0.00141087538875254,0.789857030467567
IL1A,0.214039937539377,0.240318665336931,0.6234756260508,0.221656333688688,0.00357926424060257,0.540723869434725
IL1B,0.154086956251873,0.337766247779628,0.281954638525924,0.161972121640272,0.0145212368878801,0.712408791860309
PAX8,0.674058358045326,0.159031112485026,0.259406596041924,0.686226588431729,0.83023065458337,0.0652871687163003
DDX11L2,0.0485367331221556,0.0867957477256863,0.347809632076583,0.0491120150041359,0.676244549420962,0.333207227441277
RPL23AP7,0.304239715794616,0.620104680937057,0.326088071558677,0.316156878877431,0.00069593734174035,0.893095327346017
SLC35F5,0.67267899535215,0.621295476516335,0.982176266219602,0.763788073357811,0.000351504179615502,0.728563010636953
ACTR3-AS1,0.930374810739058,0.754848192633716,0.551502948349256,0.875600077966989,0.177787256288684,0.532815500555256
C2orf76,0.861258714207415,0.252763544639193,0.370586773268738,0.845228860255593,0.653021813193065,0.176880453397502
TFCP2L1,0.272503097819007,0.178813457919792,0.826814564244282,0.286950995266213,0.705342205253219,0.433885315361502
NIFK,0.329585531081924,0.709369106992057,0.348329384192707,0.360272588847963,0.118446594032401,0.770307842838303
MAP3K2,0.562659461012861,0.373691885255474,0.920716502901226,0.488407052415253,0.0623202138462544,0.564951972521487
LIMS2,0.514336223681811,0.358330632925966,0.85427861796083,0.436563418289166,0.0483337882102333,0.588341732002425
POLR2D,0.740935387493017,0.826835212203534,0.577251370983758,0.807132828349437,0.0546162899555288,0.588116953514654
AMMECR1L,0.862512650536117,0.282240230065795,0.352688974968717,0.919003376762266,0.145123327074425,0.163514060552874
FAR2P1,0.402867481939069,0.764314223118994,0.358220726711269,0.409901789879751,9.65594772653365e-06,0.763150593706053
CCDC115,0.303124107530335,0.147877562511931,0.657249432058945,0.211749009076121,0.00841798124923674,0.553968713613603
ZRANB3,0.894528051844926,0.854460062866308,0.917943639219097,0.843379902430792,0.205535509781224,0.967635866385277
MCM6,0.847137778777719,0.850962435210863,0.879684218231457,0.978280293633525,0.000259988694722331,0.807727226341411
DARS,0.311768422489988,0.525514338059031,0.480678277334019,0.333945250189478,0.429216097785989,0.981879781147753
CXCR4,0.086169132566421,0.208146336525869,0.138899873165733,0.0540830342613928,0.0206192973201209,0.791039388331636
RND3,0.822496758142822,0.880927732596447,0.420520614657392,0.704401538906532,0.0090433906150748,0.550493601193805
NMI,0.636422351090063,0.667788097883788,0.399323975420151,0.709345956551468,0.00676323443246528,0.362624677779776
NEB,0.0892482945794271,0.0924007848384209,0.42659528494498,0.0860533377607685,0.49960939476231,0.574007137244157
CACNB4,0.234315175681982,0.930937099476067,0.170640040578489,0.251011116168374,0.0120932599363672,0.324514930178145
STAM2,0.961949330693961,0.64964220465576,0.756071500519229,0.937419852260772,0.533476173162512,0.586439704360123
NR4A2,0.295821729185789,0.258109097947106,0.928369528614607,0.300208389948944,0.000279478270086109,0.318737304322994
CYTIP,0.183969904846128,0.0317225380232559,0.513083767521343,0.0728228309521516,0.000123514218491633,0.418965919149488
