Gene,t_all,t_sub,t_vis,t_status,t_location,t_interaction
RNFT1,0.00601740283610446,-0.545093549063047,0.480636010183042,0.110755360196822,-2.08710091932306,0.693583190242649
TBC1D3P1-DHX40P1,-0.537879444200322,-0.0780562586882415,-0.649970334207852,-0.555448272513452,0.474390871501138,-0.422322723558388
STRADA,-0.516444873358462,-0.726489469042214,-0.000558042661951853,-0.417926347401747,-2.9537865093182,0.433715966218228
AXIN2,0.739683660357231,1.6824871105495,-0.229238681072226,0.663898004548498,2.34083976965246,-1.0935851604688
CEP112,1.52910689460199,1.68594874687085,0.96117545288247,1.9021474545125,-3.4323169813825,-0.668225729553492
ABCA10,-0.649101608529879,-0.398692967410874,-0.470210796523298,-0.578413137856389,-1.73228593090095,0.168103564054777
ABCA5,0.332730668017606,1.00115631713039,-0.174737697967708,0.524739551684539,-3.12017168093494,-0.813952531107717
JPT1,0.0590708924871726,-0.402041706911415,0.372213024733703,-0.0116727926545118,1.42761249214642,0.548327047684618
H3F3B,0.483188149704787,0.58238719319391,-0.163387292385991,0.373929080233739,3.52235059575649,-0.584892926899093
MIR4738,-0.033021894292888,-0.87466928729992,0.494116618814149,-0.191010227456768,3.08647085111723,0.953778211335717
CYGB,0.862448921623844,0.436556822915937,1.60435097971807,1.06764113246914,-2.72378118984916,0.201949404585726
TNRC6C-AS1,0.061794063339772,0.220752446729718,-0.460242875789491,-0.151224994262222,4.5384619398829,-0.467468048752553
TYMS,-0.0514360881516806,0.131493039447779,0.167819678945556,0.195930049536521,-5.25139463853979,-0.051772633480576
NDC80,-0.480480966516324,-0.466003452045038,0.185784303449563,-0.373604813035752,-3.29283508872446,0.521930464547598
SMCHD1,-0.543471853055985,-1.23911778124985,-0.116036172588047,-1.01357437355497,5.64740614215051,0.910735027964292
EMILIN2,-0.612980858455799,-0.135430920691573,-0.560635162842266,-0.52216922190779,-3.84022812122901,-0.315735096550886
TGIF1,-0.997948446613586,-0.881079153395103,-0.961512205130906,-1.32125065248814,3.58633868164767,0.00335933983622375
GAPLINC,0.363552766066543,-0.23312421682363,1.59812103698975,0.580602438104581,-3.39911490646969,0.959216309333743
DLGAP1-AS1,-0.0416738770612758,-0.0323870466491008,-0.454123399947315,-0.390998086785556,6.59968772375875,-0.329237913142824
DLGAP1-AS2,0.0688272407676596,-0.382457616908595,0.140882552627298,-0.167321914949008,5.11212114355473,0.376311897229824
DLGAP1-AS3,-0.784479810774273,-2.24448869434578,-0.0966225043675433,-0.989010097152737,2.7780671461657,0.85933131194028
L3MBTL4-AS1,0.0999385494511646,0.00506629987596353,0.434525492323781,0.316192958820963,-3.96715078957692,0.289796492475754
ARHGAP28,0.196139203744766,1.13474024940581,-1.3709565936613,0.253473934465362,-1.13532372406044,-1.69861628355162
PTPRM,0.268650796220549,0.3048039068075,0.284438710506228,0.42120419970545,-2.6462017618528,-0.0874344583753261
RAB12,0.838083685479229,0.166727365289984,0.988100692880793,0.849888222925187,-0.43593503530283,0.575838442469545
TWSG1,-0.190632015472455,-0.701559918985537,0.675428454782189,-0.0250036694298027,-3.98785952112826,0.976433596199188
TXNDC2,0.69435165360952,-0.0490290465073333,0.719604444775833,0.619679892137049,4.07699937120832,0.629778531749531
NAPG,1.41124032896204,0.377902134256226,1.41104251108621,1.35789606012411,1.14621411719308,0.829130517667634
IMPA2,0.648321939940402,0.11299176097252,0.707885826258863,0.611351638984153,0.616255292617212,0.424815532205467
TUBB6,0.0736040562439348,-0.433303044525081,0.759347559335505,0.259952180556669,-3.51863667212477,0.838651638105737
PRELID3A,0.41860233492279,0.507699446271143,-0.0688509766551361,0.367539474054465,1.01218992854714,-0.465649709317423
SEH1L,0.894271278379258,0.30316477738426,1.05853782001931,1.00503741255793,-1.75398954465663,0.546372809721562
LDLRAD4,0.362063103163402,1.61516987473211,-0.850735395154066,0.375067625280221,-0.352547447146345,-1.71019050031863
MIR5190,-0.359067720689055,0.193550961986612,-1.00483599698168,-0.518974525976804,2.65433401268273,-0.782771678225176
RNMT,0.464568223133113,0.0863343419215533,0.416194204848722,0.375792868263694,2.23851059264677,0.239583540710837
MIR3156-2,-0.993665977869081,-0.84936470147161,-0.647810018108279,-1.06398425689488,1.2701615111511,0.140866184298141
SNRPD1,0.465517858895284,1.24871814129365,-0.108290309104177,0.519697167925577,-1.07491525801325,-0.731901609052552
MIB1,0.223864694138753,-0.149397260964183,0.33884962853537,0.136773534960364,1.88071994739183,0.339365553261608
GATA6,0.768233595040811,1.2137181206339,0.0697852218275569,0.716263086219361,4.49063254170953,-0.629298194713564
CABLES1,0.646122812538303,0.344091054851315,0.434932557716543,0.561587428561966,3.96289101780195,0.0781763518319316
LAMA3,0.846306793780588,1.25896353347487,0.291027845294632,1.09782882299225,-3.15778005733445,-0.731958998827558
TTC39C,-0.225152286714135,0.0662300137643242,-0.169346559710477,-0.0891909904463343,-3.24036582828327,-0.16834849262565
CABYR,1.43947850410634,0.635087968319252,1.28420730289677,1.40115022942841,0.415066191238138,0.487485570607682
IMPACT,-0.104060011645747,-0.474762163181136,0.51892585935738,0.010713735536035,-2.41847617838108,0.701982768778739
TAF4B,-0.091336351569954,0.950131961847969,-1.18411495965824,-0.124189624327975,0.671736321650167,-1.50029818953237
DSG1,-1.45470637853465,0.685412775232897,-2.2844495337868,-1.89920764122004,3.90541440226787,-2.28195814252964
DSG3,-0.409564284051343,-1.02420001994419,-0.0189490121511964,-0.458612851064159,0.991766083220784,0.442737332702867
DSG2,-0.690303758838666,0.741285871320752,-1.63176370338852,-0.612652034259417,-2.25560134377281,-1.6476773695781
DTNA,-1.36570248775885,-0.372744548363128,-1.4739699965268,-1.41732612915258,1.03779292289004,-0.91000838099559
MAPRE2,0.320147290991187,0.901666271788689,-0.327086144300899,0.353899919475108,-0.722521307660465,-0.861209061044263
GALNT1,0.844428029540561,0.565730470365294,0.559073816045076,0.805887555108062,0.608534801130634,-0.0231194587320451
ELP2,-1.28543741851744,-0.3233589198027,-1.26363775049319,-1.25092231775601,-0.362449035048418,-0.848764416657722
MOCOS,-0.582547523137183,0.131763422453015,-1.10059023364766,-0.55153726778188,-0.48770180529425,-0.733690601433184
SETBP1,-0.911088940760811,-0.30799663345862,-1.19140800728755,-0.906254917356151,0.160752955582107,-0.328223198787576
SLC14A2,0.527647513426795,1.28927417318778,-0.248072418223901,0.454595393935727,1.70853100895856,-0.901649200280832
SLC14A1,-0.937077786695063,-0.594584920580606,-1.08576323397169,-1.24208522338442,3.51107511361913,-0.484029357081791
HAUS1,0.709440962548936,0.795058318104546,0.528049511511201,0.91596585656241,-2.86195809829744,-0.114363760688604
C18orf25,0.401044879379265,-0.154941468158371,0.505733125515805,0.378516846756946,0.346796962311674,0.500740313927598
